"Year","Measure","value"
1990,"Q007-avg",7.08571428571429
1990,"Q015-avg",7.10933333333333
1991,"Q001-avg",6.49
1991,"Q003-avg",6.58
1991,"Q007-avg",6.7
1991,"Q015-avg",6.81133333333333
1992,"Q001-avg",4.9
1992,"Q003-avg",5.02
1992,"Q007-avg",5.18571428571429
1992,"Q015-avg",5.26933333333333
1993,"Q001-avg",6.11
1993,"Q003-avg",6.45666666666667
1993,"Q007-avg",6.67285714285714
1993,"Q015-avg",6.79133333333333
1994,"Q001-avg",6.32
1994,"Q003-avg",6.40333333333333
1994,"Q007-avg",6.49571428571429
1994,"Q015-avg",6.58533333333333
1995,"Q001-avg",6.25
1995,"Q003-avg",6.41333333333333
1995,"Q007-avg",6.50714285714286
1995,"Q015-avg",6.57266666666667
1996,"Q001-avg",6.61
1996,"Q003-avg",6.72333333333333
1996,"Q007-avg",6.86428571428571
1996,"Q015-avg",6.93266666666667
1997,"Q001-avg",7.19
1997,"Q003-avg",7.38
1997,"Q007-avg",7.46714285714286
1997,"Q015-avg",7.70133333333333
1998,"Q001-avg",5.8
1998,"Q003-avg",5.86333333333333
1998,"Q007-avg",5.97714285714286
1998,"Q015-avg",6.112
1999,"Q001-avg",7.72
1999,"Q003-avg",7.81666666666667
1999,"Q007-avg",7.92428571428571
1999,"Q015-avg",7.96666666666667
2000,"Q001-avg",6.72
2000,"Q003-avg",6.82333333333333
2000,"Q007-avg",7.03857142857143
2000,"Q015-avg",7.06733333333333
2001,"Q001-avg",6.01
2001,"Q003-avg",6.07333333333333
2001,"Q007-avg",6.15857142857143
2001,"Q015-avg",6.22866666666667
2002,"Q001-avg",6.5
2002,"Q003-avg",6.69666666666667
2002,"Q007-avg",6.97714285714286
2002,"Q015-avg",7.29066666666667
2003,"Q001-avg",3.8
2003,"Q003-avg",3.96
2003,"Q007-avg",4.07428571428571
2003,"Q015-avg",4.08866666666667
2004,"Q001-avg",4.59
2004,"Q003-avg",4.59666666666667
2004,"Q007-avg",4.61571428571429
2004,"Q015-avg",4.66733333333333
2005,"Q001-avg",6.7
2005,"Q003-avg",6.74333333333333
2005,"Q007-avg",6.79142857142857
2005,"Q015-avg",6.88533333333333
2006,"Q001-avg",3.49
2006,"Q003-avg",3.5
2006,"Q007-avg",3.53571428571429
2006,"Q015-avg",3.84
2007,"Q001-avg",7.25
2007,"Q003-avg",7.29666666666667
2007,"Q007-avg",7.32714285714286
2007,"Q015-avg",7.368
2008,"Q001-avg",6.41
2008,"Q003-avg",6.48
2008,"Q007-avg",6.53714285714286
2008,"Q015-avg",6.672
2009,"Q001-avg",5.62
2009,"Q003-avg",5.76
2009,"Q007-avg",5.84
2009,"Q015-avg",5.86733333333333
2010,"Q001-avg",5.73
2010,"Q003-avg",5.89
2010,"Q007-avg",5.94428571428571
2010,"Q015-avg",6.03
2011,"Q001-avg",6.91
2011,"Q003-avg",6.94333333333333
2011,"Q007-avg",7.02142857142857
2011,"Q015-avg",7.03933333333333
2012,"Q001-avg",4.71
2012,"Q003-avg",5.14333333333333
2012,"Q007-avg",5.77142857142857
2012,"Q015-avg",5.93333333333333
2013,"Q001-avg",6.31
2013,"Q003-avg",6.46
2013,"Q007-avg",6.64285714285714
2013,"Q015-avg",6.74666666666667
2014,"Q001-avg",4.42
2014,"Q003-avg",4.44
2014,"Q007-avg",4.51428571428571
2014,"Q015-avg",4.59066666666667
2015,"Q001-avg",4.28
2015,"Q003-avg",4.38666666666667
2015,"Q007-avg",4.47285714285714
2015,"Q015-avg",4.51866666666667
